action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299443,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c2c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '15.40', 'le': '0.29', 'lle': '0.91', 'sei': '8.20'}",CHEMBL4868251,,CHEMBL4868251,7.00,0,http://www.openphacts.org/units/Nanomolar,3625895,=,1,1,=,,IC50,nM,,100.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,100.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299444,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2ncnc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)c2cc1OC,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '15.77', 'le': '0.30', 'lle': '1.54', 'sei': '8.07'}",CHEMBL4856992,,CHEMBL4856992,7.64,0,http://www.openphacts.org/units/Nanomolar,3625896,=,1,1,=,,IC50,nM,,23.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,23.0
,,23299445,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)c2ccccc2n1,,,CHEMBL4840354,J Med Chem,2021,,CHEMBL4864978,,CHEMBL4864978,,0,http://www.openphacts.org/units/Nanomolar,3625897,>,1,1,>,,IC50,nM,,50000.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299446,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.18', 'le': '0.34', 'lle': '1.47', 'sei': '9.48'}",CHEMBL4852364,,CHEMBL4852364,7.50,0,http://www.openphacts.org/units/Nanomolar,3625898,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299447,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2ncnc3[nH]ccc23)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.86', 'le': '0.35', 'lle': '2.39', 'sei': '8.48'}",CHEMBL4869054,,CHEMBL4869054,7.80,0,http://www.openphacts.org/units/Nanomolar,3625899,=,1,1,=,,IC50,nM,,16.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,16.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299448,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nccc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)n1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.10', 'le': '0.34', 'lle': '2.33', 'sei': '8.28'}",CHEMBL4861519,,CHEMBL4861519,7.30,0,http://www.openphacts.org/units/Nanomolar,3625900,=,1,1,=,,IC50,nM,,50.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299449,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.34', 'le': '0.35', 'lle': '2.43', 'sei': '8.39'}",CHEMBL4863580,,CHEMBL4863580,7.40,0,http://www.openphacts.org/units/Nanomolar,3625901,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299450,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Nc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '19.53', 'le': '0.37', 'lle': '3.09', 'sei': '7.44'}",CHEMBL4849349,,CHEMBL4849349,7.60,0,http://www.openphacts.org/units/Nanomolar,3625902,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299451,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '13.42', 'le': '0.26', 'lle': '0.60', 'sei': '7.06'}",CHEMBL4850251,,CHEMBL4850251,5.60,0,http://www.openphacts.org/units/Nanomolar,3625903,=,1,1,=,,IC50,nM,,2500.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,2500.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299452,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2cc(O)ncn2)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '14.08', 'le': '0.27', 'lle': '0.85', 'sei': '5.70'}",CHEMBL4873277,,CHEMBL4873277,5.50,0,http://www.openphacts.org/units/Nanomolar,3625904,=,1,1,=,,IC50,nM,,3200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,3200.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299453,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '13.35', 'le': '0.25', 'lle': '0.46', 'sei': '6.32'}",CHEMBL4876578,,CHEMBL4876578,5.40,0,http://www.openphacts.org/units/Nanomolar,3625905,=,1,1,=,,IC50,nM,,4000.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,4000.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299454,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.50', 'le': '0.33', 'lle': '1.56', 'sei': '8.93'}",CHEMBL4872243,,CHEMBL4872243,6.80,0,http://www.openphacts.org/units/Nanomolar,3625906,=,1,1,=,,IC50,nM,,160.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,160.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299455,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.21', 'le': '0.35', 'lle': '2.24', 'sei': '8.62'}",CHEMBL4864463,,CHEMBL4864463,7.60,0,http://www.openphacts.org/units/Nanomolar,3625907,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299456,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Nc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.15', 'le': '0.33', 'lle': '1.65', 'sei': '8.39'}",CHEMBL4873406,,CHEMBL4873406,7.40,0,http://www.openphacts.org/units/Nanomolar,3625908,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299457,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCCNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.37', 'le': '0.33', 'lle': '1.74', 'sei': '8.50'}",CHEMBL4877505,,CHEMBL4877505,7.50,0,http://www.openphacts.org/units/Nanomolar,3625909,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299458,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '16.39', 'le': '0.31', 'lle': '1.30', 'sei': '8.28'}",CHEMBL4865829,,CHEMBL4865829,7.30,0,http://www.openphacts.org/units/Nanomolar,3625910,=,1,1,=,,IC50,nM,,50.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,50.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299459,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2cc(NCCO)ncn2)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.29', 'le': '0.33', 'lle': '3.15', 'sei': '6.91'}",CHEMBL4871527,,CHEMBL4871527,7.50,0,http://www.openphacts.org/units/Nanomolar,3625911,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299460,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@@H](O)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '16.09', 'le': '0.31', 'lle': '2.48', 'sei': '6.64'}",CHEMBL4847826,,CHEMBL4847826,7.20,0,http://www.openphacts.org/units/Nanomolar,3625912,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299461,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H](O)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '16.75', 'le': '0.32', 'lle': '2.77', 'sei': '6.91'}",CHEMBL4859309,,CHEMBL4859309,7.50,0,http://www.openphacts.org/units/Nanomolar,3625913,=,1,1,=,,IC50,nM,,32.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,32.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299462,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(O)CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '16.03', 'le': '0.31', 'lle': '2.29', 'sei': '6.82'}",CHEMBL4854957,,CHEMBL4854957,7.40,0,http://www.openphacts.org/units/Nanomolar,3625914,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299463,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(=O)Nc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.85', 'le': '0.34', 'lle': '2.81', 'sei': '7.32'}",CHEMBL4845883,,CHEMBL4845883,7.70,0,http://www.openphacts.org/units/Nanomolar,3625915,=,1,1,=,,IC50,nM,,20.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299464,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)Cc1cccc(Nc2cc(Oc3ccc(NC(=O)Nc4cccc(C(F)(F)F)c4)cc3)ncn2)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '15.28', 'le': '0.29', 'lle': '1.70', 'sei': '6.38'}",CHEMBL4875220,,CHEMBL4875220,8.00,0,http://www.openphacts.org/units/Nanomolar,3625916,=,1,1,=,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299465,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Nc1ccc(Oc2cc(Nc3cccc(CN4CCCC4)c3)ncn2)cc1)Nc1cccc(C(F)(F)F)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '14.58', 'le': '0.27', 'lle': '0.73', 'sei': '8.75'}",CHEMBL4867760,,CHEMBL4867760,8.00,0,http://www.openphacts.org/units/Nanomolar,3625917,=,1,1,=,,IC50,nM,,10.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,10.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299466,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3ccccc3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '15.51', 'le': '0.28', 'lle': '1.25', 'sei': '5.90'}",CHEMBL4856147,,CHEMBL4856147,5.20,0,http://www.openphacts.org/units/Nanomolar,3625918,=,1,1,=,,IC50,nM,,6300.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,6300.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299467,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '16.89', 'le': '0.31', 'lle': '1.64', 'sei': '6.69'}",CHEMBL4855081,,CHEMBL4855081,5.90,0,http://www.openphacts.org/units/Nanomolar,3625919,=,1,1,=,,IC50,nM,,1260.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,1260.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299468,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(CF)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.42', 'le': '0.32', 'lle': '1.98', 'sei': '7.26'}",CHEMBL4859818,,CHEMBL4859818,6.40,0,http://www.openphacts.org/units/Nanomolar,3625920,=,1,1,=,,IC50,nM,,400.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,400.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299469,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.16', 'le': '0.34', 'lle': '2.11', 'sei': '7.94'}",CHEMBL4867053,,CHEMBL4867053,7.00,0,http://www.openphacts.org/units/Nanomolar,3625921,=,1,1,=,,IC50,nM,,100.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,100.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299470,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCc1cccc(NC(=O)Nc2ccc(Oc3cc(NC)ncn3)cc2)c1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.43', 'le': '0.34', 'lle': '2.18', 'sei': '7.60'}",CHEMBL4870079,,CHEMBL4870079,6.70,0,http://www.openphacts.org/units/Nanomolar,3625922,=,1,1,=,,IC50,nM,,200.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,200.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299471,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.62', 'le': '0.35', 'lle': '2.11', 'sei': '8.06'}",CHEMBL4850964,,CHEMBL4850964,7.10,0,http://www.openphacts.org/units/Nanomolar,3625923,=,1,1,=,,IC50,nM,,79.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,79.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299472,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)(F)F)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.52', 'le': '0.35', 'lle': '2.33', 'sei': '8.39'}",CHEMBL4868391,,CHEMBL4868391,7.40,0,http://www.openphacts.org/units/Nanomolar,3625924,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299473,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(C)(C)C)c3)cc2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.90', 'le': '0.35', 'lle': '2.15', 'sei': '8.39'}",CHEMBL4850780,,CHEMBL4850780,7.40,0,http://www.openphacts.org/units/Nanomolar,3625925,=,1,1,=,,IC50,nM,,40.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,40.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299474,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)cc2F)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '18.04', 'le': '0.35', 'lle': '2.49', 'sei': '8.62'}",CHEMBL4066096,,CHEMBL4066096,7.60,0,http://www.openphacts.org/units/Nanomolar,3625926,=,1,1,=,,IC50,nM,,25.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,25.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,23299475,[],CHEMBL4841800,Inhibition of TNNI3K (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNc1cc(Oc2ccc(NC(=O)Nc3cccc(C(F)(F)F)c3)c(F)c2)ncn1,,,CHEMBL4840354,J Med Chem,2021,"{'bei': '17.09', 'le': '0.33', 'lle': '2.09', 'sei': '8.17'}",CHEMBL4863203,,CHEMBL4863203,7.20,0,http://www.openphacts.org/units/Nanomolar,3625927,=,1,1,=,,IC50,nM,,63.0,CHEMBL5260,Homo sapiens,Serine/threonine-protein kinase TNNI3K,9606,,,IC50,nM,UO_0000065,,63.0
